Filter Keyword,WOW Job title,WOW Industry,New Job Category,New Industry Category,Final job title,Final industry,"[=COUNTIF (B:B, B1055)>1]",,,Num of unique job title,93,Num of unique industry,38
,Sous Chef and Line/Prep Cook,Restaurants & Food Service,Prep Cook,Restaurants & Food Service,prep cook,restaurants & food service,,,,,,,
Crew,"Baker, Barista, Crew Lead, Shift/Store Manager",Restaurants & Food Service,Crew,Restaurants & Food Service,crew,restaurants & food service,,,,,,,
,Crew/Cashier,,Crew,Restaurants & Food Service,crew,restaurants & food service,,,,,,,
,Crew Member,Food & Beverage,Crew,Restaurants & Food Service,crew,restaurants & food service,,,,,,,
,Install Crew,Depot,Crew,Transportation & Logistics,crew,transportation & logistics,,,,,,,
,Cafe Crew Position,Food & Beverage,Crew,Restaurants & Food Service,crew,restaurants & food service,,,,,,,
,Groovy Donut Team Member,Restaurants & Food Service,Team Member,Restaurants & Food Service,team member,restaurants & food service,,,,,,,
,Back of House Team Member,Restaurants & Food Service,Team Member,Restaurants & Food Service,team member,restaurants & food service,,,,,,,
,Food Prep Team Member,Food & Beverage,Team Member,Restaurants & Food Service,team member,restaurants & food service,,,,,,,
,Cook / Food Truck Team Member,Food & Beverage,Team Member,Restaurants & Food Service,team member,restaurants & food service,,,,,,,
,Counter Service Team Member,Food & Beverage,Team Member,Restaurants & Food Service,team member,restaurants & food service,,,,,,,
,FOH and LAB Team Member,Food & Beverage,Team Member,Restaurants & Food Service,team member,restaurants & food service,,,,,,,
,Bakery Team Member,Bakery,Team Member,Restaurants & Food Service,team member,restaurants & food service,,,,,,,
,FOH Team Member,Restaurants & Food Service,Team Member,Restaurants & Food Service,team member,restaurants & food service,,,,,,,
, FOH Team Member,Restaurants & Food Service,Team Member,Restaurants & Food Service,team member,restaurants & food service,,,,,,,
,Crew Member,Food & Beverage,Crew,Restaurants & Food Service,crew,restaurants & food service,,,,,,,
,Cook/Food Truck Team Member,Food & Beverage,Team Member,Restaurants & Food Service,team member,restaurants & food service,,,,,,,
,FOH/BOH Team Member,Food & Beverage,Team Member,Restaurants & Food Service,team member,restaurants & food service,,,,,,,
,GACHI SUSHI Team Member,Restaurants & Food Service,Team Member,Restaurants & Food Service,team member,restaurants & food service,,,,,,,
,General Team Member,Restaurants & Food Service,Team Member,Restaurants & Food Service,team member,restaurants & food service,,,,,,,
,Restaurant Team Member,Restaurants & Food Service,Team Member,Restaurants & Food Service,team member,restaurants & food service,,,,,,,
,Restaurant Team Member,Food & Beverage,Team Member,Restaurants & Food Service,team member,restaurants & food service,,,,,,,
,Team Member,Restaurants & Food Service,Team Member,Restaurants & Food Service,team member,restaurants & food service,,,,,,,
,Restaurant Team Member,Restaurants & Food Service,Team Member,Restaurants & Food Service,team member,restaurants & food service,,,,,,,
,Team Member,Restaurants & Food Service,Team Member,Restaurants & Food Service,team member,restaurants & food service,,,,,,,
,Open members,Restaurants & Food Service,Team Member,Restaurants & Food Service,team member,restaurants & food service,,,,,,,
,Line Cook/Team Member,Food & Beverage,Team Member,Restaurants & Food Service,team member,restaurants & food service,,,,,,,
,Food Truck Team Member ,Food & Beverage,Team Member,Restaurants & Food Service,team member,restaurants & food service,,,,,,,
,Front of House Member,Restaurants & Food Service,Team Member,Restaurants & Food Service,team member,restaurants & food service,,,,,,,
,Juice Bar and Grill Team Member,Food & Beverage,Team Member,Restaurants & Food Service,team member,restaurants & food service,,,,,,,
,Team Member/Packer/Shift Manager,Food & Beverage,Team Member,Restaurants & Food Service,team member,restaurants & food service,,,,,,,
,Front of House Team Member,Restaurants & Food Service,Team Member,Restaurants & Food Service,team member,restaurants & food service,,,,,,,
,Team Member,Restaurants & Food Service,Team Member,Restaurants & Food Service,team member,restaurants & food service,,,,,,,
,Deli Team Member,Restaurants & Food Service,Team Member,Restaurants & Food Service,,,,,,,,,
,Cafe/Juice Bar Team Member,Food & Beverage,Team Member,Restaurants & Food Service,,,,,,,,,
,Training and Support Team Member,Food & Beverage,Team Member,Restaurants & Food Service,,,,,,,,,
,Barista/Wet Bar Team Member,Restaurants & Food Service,Team Member,Restaurants & Food Service,,,,,,,,,
,Back of House Team Member,Restaurants & Food Service,Team Member,Restaurants & Food Service,,,,,,,,,
,Front of House Team Member,Restaurants & Food Service,Team Member,Restaurants & Food Service,,,,,,,,,
Team Member,"Baker, Barista, Crew Lead, Shift/Store Manager",Restaurants & Food Service,Crew,Restaurants & Food Service,,,,,,,,,
,Crew/Cashier,,Crew,Restaurants & Food Service,,,,,,,,,
,Crew Member,Food & Beverage,Crew,Restaurants & Food Service,,,,,,,,,
,Install Crew,Depot,Crew,Transportation & Logistics,,,,,,,,,
,Cafe Crew Position,Food & Beverage,Crew,Restaurants & Food Service,,,,,,,,,
,Groovy Donut Team Member,Restaurants & Food Service,Team Member,Restaurants & Food Service,,,,,,,,,
,Back of House Team Member,Restaurants & Food Service,Team Member,Restaurants & Food Service,,,,,,,,,
,Food Prep Team Member,Food & Beverage,Team Member,Restaurants & Food Service,,,,,,,,,
,Cook / Food Truck Team Member,Food & Beverage,Team Member,Restaurants & Food Service,,,,,,,,,
,Counter Service Team Member,Food & Beverage,Team Member,Restaurants & Food Service,,,,,,,,,
,FOH and LAB Team Member,Food & Beverage,Team Member,Restaurants & Food Service,,,,,,,,,
,Bakery Team Member,Bakery,Team Member,Restaurants & Food Service,,,,,,,,,
,FOH Team Member,Restaurants & Food Service,Team Member,Restaurants & Food Service,,,,,,,,,
, FOH Team Member,Restaurants & Food Service,Team Member,Restaurants & Food Service,,,,,,,,,
,Crew Member,Food & Beverage,Crew,Restaurants & Food Service,,,,,,,,,
,Cook/Food Truck Team Member,Food & Beverage,Team Member,Restaurants & Food Service,,,,,,,,,
,FOH/BOH Team Member,Food & Beverage,Team Member,Restaurants & Food Service,,,,,,,,,
,GACHI SUSHI Team Member,Restaurants & Food Service,Team Member,Restaurants & Food Service,,,,,,,,,
,General Team Member,Restaurants & Food Service,Team Member,Restaurants & Food Service,,,,,,,,,
,Restaurant Team Member,Restaurants & Food Service,Team Member,Restaurants & Food Service,,,,,,,,,
,Restaurant Team Member,Food & Beverage,Team Member,Restaurants & Food Service,,,,,,,,,
,Team Member,Restaurants & Food Service,Team Member,Restaurants & Food Service,,,,,,,,,
,Restaurant Team Member,Restaurants & Food Service,Team Member,Restaurants & Food Service,,,,,,,,,
,Team Member,Restaurants & Food Service,Team Member,Restaurants & Food Service,,,,,,,,,
,Open members,Restaurants & Food Service,Team Member,Restaurants & Food Service,,,,,,,,,
,Line Cook/Team Member,Food & Beverage,Team Member,Restaurants & Food Service,,,,,,,,,
,Food Truck Team Member ,Food & Beverage,Team Member,Restaurants & Food Service,,,,,,,,,
,Front of House Member,Restaurants & Food Service,Team Member,Restaurants & Food Service,,,,,,,,,
,Juice Bar and Grill Team Member,Food & Beverage,Team Member,Restaurants & Food Service,,,,,,,,,
,Team Member/Packer/Shift Manager,Food & Beverage,Team Member,Restaurants & Food Service,,,,,,,,,
,Front of House Team Member,Restaurants & Food Service,Team Member,Restaurants & Food Service,,,,,,,,,
,Team Member,Restaurants & Food Service,Team Member,Restaurants & Food Service,,,,,,,,,
,Deli Team Member,Restaurants & Food Service,Team Member,Restaurants & Food Service,,,,,,,,,
,Cafe/Juice Bar Team Member,Food & Beverage,Team Member,Restaurants & Food Service,,,,,,,,,
,Training and Support Team Member,Food & Beverage,Team Member,Restaurants & Food Service,,,,,,,,,
,Barista/Wet Bar Team Member,Restaurants & Food Service,Team Member,Restaurants & Food Service,,,,,,,,,
,Back of House Team Member,Restaurants & Food Service,Team Member,Restaurants & Food Service,,,,,,,,,
,Front of House Team Member,Restaurants & Food Service,Team Member,Restaurants & Food Service,,,,,,,,,
Counter,Counter person,Restaurants & Food Service,Counter Person,Restaurants & Food Service,,,,,,,,,
,Counter Help,Restaurants & Food Service,Counter Person,Restaurants & Food Service,,,,,,,,,
,Counterperson,Restaurants & Food Service,Counter Person,Restaurants & Food Service,,,,,,,,,
,Counter,Restaurants & Food Service,Counter Person,Restaurants & Food Service,,,,,,,,,
,Counter,,Counter Person,,,,,,,,,,
,Counter / Cashier,Restaurants & Food Service,Counter Person,Restaurants & Food Service,,,,,,,,,
,Counter Staff,Restaurants & Food Service,Counter Person,Restaurants & Food Service,,,,,,,,,
,Counter Person,Food & Beverage,Counter Person,Restaurants & Food Service,,,,,,,,,
,Counter Service Team Member,Food & Beverage,Counter Person,Restaurants & Food Service,,,,,,,,,
,Cashier/Counter Service,Restaurants & Food Service,Counter Person,Restaurants & Food Service,,,,,,,,,
,Bakery Counter,Food & Beverage,Counter Person,Restaurants & Food Service,,,,,,,,,
,Pizza maker/counter server,Restaurants & Food Service,Counter Person,Restaurants & Food Service,,,,,,,,,
,Barista/ Counter Server,Restaurants & Food Service,Counter Person,Restaurants & Food Service,,,,,,,,,
,Front of House/Counter Staff,Food & Beverage,Counter Person,Restaurants & Food Service,,,,,,,,,
,Counter/Cashier,Restaurants & Food Service,Counter Person,Restaurants & Food Service,,,,,,,,,
,Restaurant Server and Counter Helper,Restaurants & Food Service,Counter Person,Restaurants & Food Service,,,,,,,,,
,Counter Helper,Restaurants & Food Service,Counter Person,Restaurants & Food Service,,,,,,,,,
,Server/Counter,Restaurants & Food Service,Counter Person,Restaurants & Food Service,,,,,,,,,
,Counter Person,Restaurants & Food Service,Counter Person,Restaurants & Food Service,,,,,,,,,
,Counter Staff,Restaurants & Food Service,Counter Person,Restaurants & Food Service,,,,,,,,,
,Pizza Counter / Cashier,Pizza,Counter Person,Restaurants & Food Service,,,,,,,,,
,Counter Person,Restaurants & Food Service,Counter Person,Restaurants & Food Service,,,,,,,,,
,Counter Person,Food & Beverage,Counter Person,Restaurants & Food Service,,,,,,,,,
,Waitstaff/Counter Help,Restaurants & Food Service,Counter Person,Restaurants & Food Service,,,,,,,,,
,Counter Person,Food & Beverage,Counter Person,Restaurants & Food Service,,,,,,,,,
,Pizza Maker & Counter Person,Food & Beverage,Counter Person,Restaurants & Food Service,,,,,,,,,
,Counter Person,Food & Beverage,Counter Person,Restaurants & Food Service,,,,,,,,,
,Counter Clerk,Food & Beverage,Counter Person,Restaurants & Food Service,,,,,,,,,
,Counter Help,Food & Beverage,Counter Person,Restaurants & Food Service,,,,,,,,,
,Counter Person,Food & Beverage,Counter Person,Restaurants & Food Service,,,,,,,,,
,Counter Service,Food & Beverage,Counter Person,Restaurants & Food Service,,,,,,,,,
,Counter Help,Food & Beverage,Counter Person,Restaurants & Food Service,,,,,,,,,
,Cashier/Front Counter Person,Food & Beverage,Counter Person,Restaurants & Food Service,,,,,,,,,
,Pizza Maker or Pizza Counter,Food & Beverage,Counter Person,Restaurants & Food Service,,,,,,,,,
,Counter Help,Food & Beverage,Counter Person,Restaurants & Food Service,,,,,,,,,
,Pizza Man/Counter Person,Restaurants & Food Service,Counter Person,Restaurants & Food Service,,,,,,,,,
,Cashier/Counter Person,Food & Beverage,Counter Person,Restaurants & Food Service,,,,,,,,,
,Deli Counter,Food & Beverage,Counter Person,Restaurants & Food Service,,,,,,,,,
,Counter Help,Food & Beverage,Counter Person,Restaurants & Food Service,,,,,,,,,
,Counter Help,Restaurants & Food Service,Counter Person,Restaurants & Food Service,,,,,,,,,
,Grill Cook & Counter Help,Food & Beverage,Counter Person,Restaurants & Food Service,,,,,,,,,
,Counter Person/Pizza Maker,Food & Beverage,Counter Person,Restaurants & Food Service,,,,,,,,,
,Counter Person,Restaurants & Food Service,Counter Person,Restaurants & Food Service,,,,,,,,,
,Servers and Counter People,Restaurants & Food Service,Counter Person,Restaurants & Food Service,,,,,,,,,
,Soft Serve/Deli Counter Service,Restaurants & Food Service,Counter Person,Restaurants & Food Service,,,,,,,,,
,Line Cook/Counter Position/Delivery Expeditor,Restaurants & Food Service,Counter Person,Restaurants & Food Service,,,,,,,,,
,Counter Staff/Wait Staff,Restaurants & Food Service,Counter Person,Restaurants & Food Service,,,,,,,,,
,Counter Person,Food & Beverage,Counter Person,Restaurants & Food Service,,,,,,,,,
,Counter Person,Restaurants & Food Service,Counter Person,Restaurants & Food Service,,,,,,,,,
,Front End/Counter Help,Food & Beverage,Counter Person,Restaurants & Food Service,,,,,,,,,
,Counter Person,Food & Beverage,Counter Person,Restaurants & Food Service,,,,,,,,,
,Front Counter Person,Food & Beverage,Counter Person,Restaurants & Food Service,,,,,,,,,
,Counter Person,Food & Beverage,Counter Person,Restaurants & Food Service,,,,,,,,,
,Counter Person,Restaurants & Food Service,Counter Person,Restaurants & Food Service,,,,,,,,,
,Counter Staff/Baristas,Retail Stores,Counter Person,Retail,,,,,,,,,
,Counter Help,Food & Beverage,Counter Person,Restaurants & Food Service,,,,,,,,,
,Counter Staff,Retail Stores,Counter Person,Retail,,,,,,,,,
,Counter Person,Food & Beverage,Counter Person,Restaurants & Food Service,,,,,,,,,
,Counter Person,Food & Beverage,Counter Person,Restaurants & Food Service,,,,,,,,,
,Front of House/Counter Staff,Restaurants & Food Service,Counter Person,Restaurants & Food Service,,,,,,,,,
,Cashier/Counter Help,Food & Beverage,Counter Person,Restaurants & Food Service,,,,,,,,,
,Front End/Counter Help,Food & Beverage,Counter Person,Restaurants & Food Service,,,,,,,,,
,Server/Front Counter/Cashier/Smoothie Barista,Food & Beverage,Counter Person,Restaurants & Food Service,,,,,,,,,
,Counterperson,Restaurants & Food Service,Counter Person,Restaurants & Food Service,,,,,,,,,
,Counter Person,Restaurants & Food Service,Counter Person,Restaurants & Food Service,,,,,,,,,
,Counter Person,Restaurants & Food Service,Counter Person,Restaurants & Food Service,,,,,,,,,
Porter,"Pizza Cooks, Prep Cooks, & Porters",Restaurants & Food Service,Porter,Restaurants & Food Service,,,,,,,,,
,Porter,Restaurants & Food Service,Porter,Restaurants & Food Service,,,,,,,,,
,Porter/ Dishwasher,Restaurants & Food Service,Porter,Restaurants & Food Service,,,,,,,,,
,Dishwasher/Porter,Restaurants & Food Service,Porter,Restaurants & Food Service,,,,,,,,,
,Dishwasher/Porter,Food & Beverage,Porter,Restaurants & Food Service,,,,,,,,,
,Porter,Food & Beverage,Porter,Restaurants & Food Service,,,,,,,,,
,Line Cook/Server/Porter,Food & Beverage,Porter,Restaurants & Food Service,,,,,,,,,
,Prep Cook/Porter,Restaurants & Food Service,Porter,Restaurants & Food Service,,,,,,,,,
,Dishwasher/Porter,Food & Beverage,Porter,Restaurants & Food Service,,,,,,,,,
Assistant,Accounting Assistant Manager / Accounting Manager,,Assistant,,,,,,,,,,
,Personal Assistant/Office Coordinator ,Manufacturing,Assistant,Manufacturing and Production,,,,,,,,,
,Accounting / Administration Assistant (Bilingual in Korean and English),,Assistant,,,,,,,,,,
,Construction Assistant Project Manager,,Assistant,Construction,,,,,,,,,
,Virtual Assistant ,Social Assistant ,Assistant,Information Technology,,,,,,,,,
,General Affairs Assistant,,Assistant,,,,,,,,,,
,Accounting Assistant (Temp),,Assistant,,,,,,,,,,
,Human Resource Assistant,Healthcare,Assistant,Healthcare,,,,,,,,,
,Marketing Assistant,Staffing & Recruiting,Assistant,Staffing & Recruiting,,,,,,,,,
,HVAC Tech/Assistant,Healthcare,Maintenance,Healthcare,,,,,,,,,
,Automotive Assistants & Service Managers,Sales & Marketing,Assistant,Sales & Marketing,,,,,,,,,
,Dental Assistant,Healthcare,Assistant,Healthcare,,,,,,,,,
,Server Assistant/Busser,Restaurants & Food Service,Assistant,Restaurants & Food Service,,,,,,,,,
,Medical assistant,,Assistant,Healthcare,,,,,,,,,
,Shop/ Market Assistant,Restaurants & Food Service,Assistant,Restaurants & Food Service,,,,,,,,,
,Business Development Assistant Manager ,,Assistant,,,,,,,,,,
,Business Development Assistant Manager ,,Assistant,,,,,,,,,,
,Assistant Accounting Manager,,Assistant,,,,,,,,,,
,Assistant General Manager,Restaurants & Food Service,Assistant,Restaurants & Food Service,,,,,,,,,
,Medical receptionist/Medical Assistant,,Assistant,Healthcare,,,,,,,,,
,Assistant Training Manager,,Assistant,,,,,,,,,,
,Floor Manager/Event Assistant,,Assistant,Restaurants & Food Service,,,,,,,,,
,Physical Therapy Assistant,Healthcare,Assistant,Healthcare,,,,,,,,,
,Assistant General Manager- The Grill,Restaurants & Food Service,Assistant,Restaurants & Food Service,,,,,,,,,
,Assistant Manager,Restaurants & Food Service,Assistant,Restaurants & Food Service,,,,,,,,,
,Accounting Assistant,Human Resources,Assistant,Human Resources,,,,,,,,,
,Pastry Assistant,Food & Beverage,Cook,Restaurants & Food Service,,,,,,,,,
,Assistant Instructor,Sports & Leisure,Instructor,Sports & Leisure,,,,,,,,,
,Pastry Assistant,Restaurants & Food Service,Assistant,Restaurants & Food Service,,,,,,,,,
,Assistant General Manager,Restaurants & Food Service,Assistant,Restaurants & Food Service,,,,,,,,,
,Assistant Store Manager,Restaurants & Food Service,Assistant,Restaurants & Food Service,,,,,,,,,
,Assistant General Manager,Restaurants & Food Service,Assistant,Restaurants & Food Service,,,,,,,,,
,Seasonal Server Assistant,Restaurants & Food Service,Assistant,Restaurants & Food Service,,,,,,,,,
,Assistant Manager,Restaurants & Food Service,Assistant,Restaurants & Food Service,,,,,,,,,
,Pastry Assistant,Bakery,Assistant,Restaurants & Food Service,,,,,,,,,
,Accounting Assistant,Logistics ,Assistant,Transportation & Logistics,,,,,,,,,
,Veterinary Assistant,Pet Care,Assistant,Animal Services,,,,,,,,,
,Bakery Assistant / El Repostero,Bakery,Assistant,Restaurants & Food Service,,,,,,,,,
,Salon Receptionist/Assistant,Beauty,Assistant,Beauty and Personal Care,,,,,,,,,
,Library Assistant,Library,Assistant,Information Services,,,,,,,,,
,Studio Assistant,Sauna,Assistant,Beauty and Personal Care,,,,,,,,,
,Salon Apprentice/Assistant,Beauty Salon,Assistant,Beauty and Personal Care,,,,,,,,,
,Assistant Project Manager,Sign Shop,Assistant,Manufacturing and Production,,,,,,,,,
,Salon Assistant,Hair Salon,Assistant,Beauty and Personal Care,,,,,,,,,
,Assistant Event Planning,Event Planning,Assistant,Hospitality & Tourism,,,,,,,,,
,Grooming Assistant/Dog Bather,Pet Grooming,Assistant,Animal Services,,,,,,,,,
,Groomer's Assistant & Shop Cleaning Help,Pet Grooming,Assistant,Animal Services,,,,,,,,,
,Assistant Manager,Restaurants & Food Service,Assistant,Restaurants & Food Service,,,,,,,,,
,Hair Salon Assistant,Beauty / Salon,Assistant,Beauty and Personal Care,,,,,,,,,
,Hairstylist or Hair Assistant,Beauty,Assistant,Beauty and Personal Care,,,,,,,,,
,Multifunctional Admin Assistant,Restaurants & Food Service,Assistant,Restaurants & Food Service,,,,,,,,,
,Teachers Assistant,K-12 Education,Assistant,Education,,,,,,,,,
,Hair Stylist Assistant,Beauty,Assistant,Beauty and Personal Care,,,,,,,,,
,Dental Assistant,Medical Services,Assistant,Beauty and Personal Care,,,,,,,,,
,Construction Assistant,Construction,Assistant,Construction,,,,,,,,,
,Production Assistant,Food & Beverage,Assistant,Restaurants & Food Service,,,,,,,,,
,Dental Assistant,Dental,Assistant,Healthcare,,,,,,,,,
,Executive Assistant for Financial Planning Firm,finance,Assistant,Business,,,,,,,,,
,Salon Assistant,Beauty ,Assistant,Beauty and Personal Care,,,,,,,,,
,Data Assistant,Human Resources,Assistant,Healthcare,,,,,,,,,
,HR Assistant Manager,Business,Assistant,Business,,,,,,,,,
,Interior Project Assistant,Food & Beverage,Assistant,Restaurants & Food Service,,,,,,,,,
,Assistant Manager,Restaurants & Food Service,Assistant,Restaurants & Food Service,,,,,,,,,
,Grocery Assistant,Wholesale Trade,Assistant,Wholesale,,,,,,,,,
,Produce assistant,Wholesale Trade,Assistant,Wholesale,,,,,,,,,
,Assistant Logistics Manager,Transportation & Logistics,Assistant,Transportation & Logistics,,,,,,,,,
,Assistant/Reception,Healthcare,Assistant,Healthcare,,,,,,,,,
,Assistant Product Manager,Sales & Marketing,Assistant,Sales & Marketing,,,,,,,,,
,Assistant Product Manager,Fashion,Assistant,Retail,,,,,,,,,
,Low Voltage Equipment Repair Tech Assistant,Electronic & Computer Hardware,Assistant,Electronic & Computer Hardware,,,,,,,,,
,Assistant Manager,Restaurants & Food Service,Assistant,Restaurants & Food Service,,,,,,,,,
,Assistant Catering Coordinator,Restaurants & Food Service,Assistant,Restaurants & Food Service,,,,,,,,,
,Assistant General Manager,Restaurants & Food Service,Assistant,Restaurants & Food Service,,,,,,,,,
,Assistant Manager,Personal Care Services,Assistant,Beauty and Personal Care,,,,,,,,,
,Assistant General Manager,Food & Beverage,Assistant,Restaurants & Food Service,,,,,,,,,
,Legal Assistant ,Local Government,Assistant,"Government - Local, State & Federal",,,,,,,,,
,Bakery Assistant,Food & Beverage,Assistant,Restaurants & Food Service,,,,,,,,,
,Office Assistant,Restaurants & Food Service,Assistant,Restaurants & Food Service,,,,,,,,,
,Assistant General Manager,Food & Beverage,Assistant,Restaurants & Food Service,,,,,,,,,
,Restaurant Shift Manager/Assistant Manager in Training,Food & Beverage,Assistant,Restaurants & Food Service,,,,,,,,,
,Assistant District Attorney ,"Government - Local, State & Federal",Assistant,"Government - Local, State & Federal",,,,,,,,,
,Assistant Manager/Barista at ETHAN & THE BEAN  ,Coffee Shop,Assistant,Restaurants & Food Service,,,,,,,,,
,SCM Assistant,food manufacturing,Assistant,Manufacturing and Production,,,,,,,,,
,Administrative Assistant I ,"Government - Local, State & Federal",Assistant,"Government - Local, State & Federal",,,,,,,,,
,Admin Assistant,Fire Protection Services,Assistant,Environmental Services,,,,,,,,,
,Salon Assistant,Personal Care Services,Assistant,Beauty and Personal Care,,,,,,,,,
,Hair Assistant,Personal Care Services,Assistant,Beauty and Personal Care,,,,,,,,,
,Office Admin Assistant,Real Estate,Assistant,Real Estate & Property Management,,,,,,,,,
,Waiters/Waiter's Assistant,Food & Beverage,Assistant,Restaurants & Food Service,,,,,,,,,
,Hair Stylist Assistant,Personal Care Services,Assistant,Beauty and Personal Care,,,,,,,,,
,Assistant Manager,Food & Beverage,Assistant,Restaurants & Food Service,,,,,,,,,
,Kitchen Helper/Cook Assistant,Restaurants & Food Service,Assistant,Restaurants & Food Service,,,,,,,,,
,Personal Assistant/Social Media Manager,Interior Design,Assistant,Architecture,,,,,,,,,
,Office Administrative Assistant,Fashion,Assistant,Staffing & Recruiting,,,,,,,,,
,Junior Sales & Marketing Assistant,Sales & Marketing,Assistant,Sales & Marketing,,,,,,,,,
,Marketing Assistant,Sales & Marketing,Assistant,Sales & Marketing,,,,,,,,,
,Production Assistant,Performing and Fine Arts,Assistant,Arts & Entertainment,,,,,,,,,
,Server Assistant,Restaurants & Food Service,Assistant,Restaurants & Food Service,,,,,,,,,
,Surgical Dental Assistant,Dentistry,Assistant,Healthcare,,,,,,,,,
,Hair Stylist/Assistant,Personal Care Services,Assistant,Beauty and Personal Care,,,,,,,,,
,Assistant/Stylist,Personal Care Services,Assistant,Beauty and Personal Care,,,,,,,,,
,Bakery Assistant,Food & Beverage,Assistant,Restaurants & Food Service,,,,,,,,,
,Teacher Assistant,Child Care Services,Assistant,Education,,,,,,,,,
,Daycare Teacher Assistant,Child Care Services,Assistant,Education,,,,,,,,,
,Salon Hair Assistant,Personal Care Services,Assistant,Beauty and Personal Care,,,,,,,,,
,Hair Assistant,Personal Care Services,Assistant,Beauty and Personal Care,,,,,,,,,
,Teacher Assistant,Child Care,Assistant,Education,,,,,,,,,
,Communications Assistant,Management Consulting,Assistant,Business,,,,,,,,,
,Salon Assistant,Personal care,Assistant,Beauty and Personal Care,,,,,,,,,
,Preschool Aftercare Teacher Assistant,Child Care,Assistant,Education,,,,,,,,,
,Assistant Teacher,Child Care,Assistant,Education,,,,,,,,,
,Veterinary receptionist/Assistant,Veterinary,Assistant,Animal Services,,,,,,,,,
,Dental Assistant,Dental,Assistant,Healthcare,,,,,,,,,
,Hair Salon Assistant,Personal Care Services,Assistant,Beauty and Personal Care,,,,,,,,,
,Administrative Assistant,Healthcare,Assistant,Healthcare,,,,,,,,,
,"Baristas, Cashiers/Assistants, Food Prep/Line Cooks",Food & Beverage,Assistant,Restaurants & Food Service,,,,,,,,,
,Assistant Manager,Food & Beverage,Assistant,Restaurants & Food Service,,,,,,,,,
,Assistant Manager,Restaurants & Food Service,Assistant,Restaurants & Food Service,,,,,,,,,
,Shop Assistant,Food & Beverage,Assistant,Restaurants & Food Service,,,,,,,,,
,Assistant Manager,Restaurants & Food Service,Assistant,Restaurants & Food Service,,,,,,,,,
,Assistant Restaurant Manager,Restaurants & Food Service,Assistant,Restaurants & Food Service,,,,,,,,,
,Human Resources Assistant Manager,HR,Assistant,Human Resources,,,,,,,,,
,Human Resources Assistant Manager,HR,Assistant,Human Resources,,,,,,,,,
,Purchasing Assistant Manager,Biomed,Assistant,Biotech & Life Sciences,,,,,,,,,
Kitchen,Kitchen Manager,Restaurants & Food Service,Manager,Restaurants & Food Service,,,,,,,,,
,Dishwasher/ Kitchen Help,Restaurants & Food Service,Kitchen Staff,Restaurants & Food Service,,,,,,,,,
,Deli/Kitchen Prep,Restaurants & Food Service,Kitchen Staff,Restaurants & Food Service,,,,,,,,,
,Kitchen Helper,Restaurants & Food Service,Kitchen Staff,Restaurants & Food Service,,,,,,,,,
,Kitchen Team,Restaurants & Food Service,Kitchen Staff,Restaurants & Food Service,,,,,,,,,
, Kitchen Manager,Restaurants & Food Service,Manager,Restaurants & Food Service,,,,,,,,,
,Kitchen Helper,Restaurants & Food Service,Kitchen Staff,Restaurants & Food Service,,,,,,,,,
,Kitchen and Front of House help needed,Restaurants & Food Service,Kitchen Staff,Restaurants & Food Service,,,,,,,,,
,Kitchen Lead,Food & Beverage,Kitchen Staff,Restaurants & Food Service,,,,,,,,,
,Kitchen Supervisor,Restaurants & Food Service,Kitchen Staff,Restaurants & Food Service,,,,,,,,,
,Kitchen Manager,Restaurants & Food Service,Manager,Restaurants & Food Service,,,,,,,,,
,KITCHEN STAFF,Restaurants & Food Service,Kitchen Staff,Restaurants & Food Service,,,,,,,,,
,Kitchen Cook,Food & Beverage,Kitchen Staff,Restaurants & Food Service,,,,,,,,,
,Kitchen Staff/Food Server,Restaurants & Food Service,Kitchen Staff,Restaurants & Food Service,,,,,,,,,
,Kitchen Chef,Retail Stores,Kitchen Staff,Retail,,,,,,,,,
,Kitchen Staff,Restaurants & Food Service,Kitchen Staff,Restaurants & Food Service,,,,,,,,,
,Kitchen Supervisor,Restaurants & Food Service,Kitchen Staff,Restaurants & Food Service,,,,,,,,,
,Kitchen Helper,Restaurants & Food Service,Kitchen Staff,Restaurants & Food Service,,,,,,,,,
,Bubble Tea Kitchen Staff,Cafe,Kitchen Staff,Restaurants & Food Service,,,,,,,,,
,Kitchen Positions,Restaurants & Food Service,Kitchen Staff,Restaurants & Food Service,,,,,,,,,
,Kitchen Manager,Food & Beverage,Manager,Restaurants & Food Service,,,,,,,,,
,Kitchen Manager (Direct Store),Food & Beverage,Manager,Restaurants & Food Service,,,,,,,,,
,Kitchen positions,Restaurants & Food Service,Kitchen Staff,Restaurants & Food Service,,,,,,,,,
,Kitchen helper,Restaurants & Food Service,Kitchen Staff,Restaurants & Food Service,,,,,,,,,
,Kitchen Manager,Food & Beverage,Manager,Restaurants & Food Service,,,,,,,,,
,Kitchen Manager,Restaurants & Food Service,Manager,Restaurants & Food Service,,,,,,,,,
,Kitchen Manager,Food & Beverage,Manager,Restaurants & Food Service,,,,,,,,,
,Prep Cook/Kitchen Help,Food & Beverage,Kitchen Staff,Restaurants & Food Service,,,,,,,,,
,Kitchen Manager/Supervisor,Restaurants & Food Service,Manager,Restaurants & Food Service,,,,,,,,,
,Kitchen Supervisor,Restaurants & Food Service,Supervisor,Restaurants & Food Service,,,,,,,,,
,Kitchen Help,Restaurants & Food Service,Kitchen Staff,Restaurants & Food Service,,,,,,,,,
